Name	Length
Zm00001eb099410_T001	538
Zm00001eb099420_T001	1520
Zm00001eb099430_T001	385
Zm00001eb099440_T001	1945
Zm00001eb099450_T001	228
Zm00001eb099460_T001	1282
Zm00001eb099470_T002	2411
Zm00001eb099480_T001	1087
Zm00001eb099490_T001	2045
Zm00001eb099500_T001	452
Zm00001eb099520_T003	2837
Zm00001eb099530_T001	2472
Zm00001eb099540_T001	1886
Zm00001eb099550_T001	1639
Zm00001eb099560_T001	573
Zm00001eb099570_T002	1288
Zm00001eb099580_T001	1505
Zm00001eb099590_T002	4016
Zm00001eb099600_T004	1566
Zm00001eb099610_T001	982
Zm00001eb099620_T004	1696
Zm00001eb099640_T001	2268
Zm00001eb099650_T001	2685
Zm00001eb099660_T001	642
Zm00001eb099670_T001	1314
Zm00001eb099680_T001	495
Zm00001eb099690_T001	832
Zm00001eb099710_T002	3914
Zm00001eb099720_T001	3520
Zm00001eb099730_T002	1311
Zm00001eb099740_T001	1534
Zm00001eb099750_T001	510
Zm00001eb099760_T001	474
Zm00001eb099770_T001	894
Zm00001eb099780_T001	387
Zm00001eb099790_T001	1207
Zm00001eb099800_T001	3792
Zm00001eb099810_T001	3337
Zm00001eb099820_T001	3585
Zm00001eb099830_T001	1217
Zm00001eb099850_T004	3222
Zm00001eb099870_T001	911
Zm00001eb099880_T001	623
Zm00001eb099890_T001	300
Zm00001eb099900_T001	783
Zm00001eb099910_T001	1005
Zm00001eb099920_T001	1692
Zm00001eb099930_T001	743
Zm00001eb099940_T001	2494
Zm00001eb099960_T002	3712
Zm00001eb099970_T001	1580
Zm00001eb099980_T001	1758
Zm00001eb099990_T001	1087
Zm00001eb100000_T001	1108
Zm00001eb100010_T002	1267
Zm00001eb100020_T004	1444
Zm00001eb100030_T001	869
Zm00001eb100050_T001	993
Zm00001eb100060_T002	1868
Zm00001eb100070_T001	539
Zm00001eb100090_T001	1784
Zm00001eb100100_T002	1200
Zm00001eb100110_T001	3289
Zm00001eb100130_T001	2178
Zm00001eb100140_T002	2016
Zm00001eb100150_T001	309
Zm00001eb100160_T001	2533
Zm00001eb100170_T004	2247
Zm00001eb100180_T001	1956
Zm00001eb100190_T001	879
Zm00001eb100200_T001	1915
Zm00001eb100210_T002	1970
Zm00001eb100220_T001	2125
Zm00001eb100230_T002	2603
Zm00001eb100250_T002	2789
Zm00001eb100260_T001	1527
Zm00001eb100280_T001	861
Zm00001eb100290_T001	438
Zm00001eb100300_T001	1552
Zm00001eb100310_T001	2708
Zm00001eb100320_T001	901
Zm00001eb100330_T001	639
Zm00001eb100340_T001	2027
Zm00001eb100350_T001	1635
Zm00001eb100360_T002	1120
Zm00001eb100370_T001	564
Zm00001eb100380_T001	1093
Zm00001eb100400_T001	657
Zm00001eb100410_T001	1751
Zm00001eb100420_T001	1731
Zm00001eb100430_T001	1837
Zm00001eb100440_T001	2103
Zm00001eb100450_T004	1782
Zm00001eb100460_T001	2108
Zm00001eb100470_T001	2489
Zm00001eb100480_T003	1844
Zm00001eb100490_T002	3574
Zm00001eb100520_T001	644
Zm00001eb100530_T001	5184
Zm00001eb100540_T001	846
Zm00001eb100550_T001	826
Zm00001eb100560_T001	447
Zm00001eb100570_T001	1659
Zm00001eb100580_T001	1698
Zm00001eb100590_T001	1720
Zm00001eb100600_T002	1658
Zm00001eb100610_T001	1734
Zm00001eb100620_T001	1713
Zm00001eb100630_T001	825
Zm00001eb100650_T002	1733
Zm00001eb100660_T001	1931
Zm00001eb100670_T003	631
Zm00001eb100680_T003	1430
Zm00001eb100690_T001	1447
Zm00001eb100700_T001	552
Zm00001eb100710_T001	870
Zm00001eb100720_T001	2505
Zm00001eb100730_T001	858
Zm00001eb100740_T001	357
Zm00001eb100750_T001	1481
Zm00001eb100770_T001	1657
Zm00001eb100780_T001	1993
Zm00001eb100790_T001	1643
Zm00001eb100800_T001	1173
Zm00001eb100810_T001	2746
Zm00001eb100820_T001	1965
Zm00001eb100830_T001	1290
Zm00001eb100840_T001	633
Zm00001eb100860_T001	751
Zm00001eb100880_T001	574
Zm00001eb100890_T001	873
Zm00001eb100900_T001	1401
Zm00001eb100910_T001	744
Zm00001eb100920_T002	2944
Zm00001eb100930_T001	1656
Zm00001eb100940_T001	2473
Zm00001eb100950_T001	1537
Zm00001eb100960_T001	1212
Zm00001eb100970_T001	1209
Zm00001eb100980_T001	1839
Zm00001eb100990_T001	683
Zm00001eb101000_T001	858
Zm00001eb101010_T004	2439
Zm00001eb101030_T001	570
Zm00001eb101040_T001	1086
Zm00001eb101050_T001	1786
Zm00001eb101060_T001	2139
Zm00001eb101070_T001	1851
Zm00001eb101080_T001	1066
Zm00001eb101090_T004	2570
Zm00001eb101100_T001	1017
Zm00001eb101110_T001	504
Zm00001eb101120_T001	1828
Zm00001eb101130_T001	1685
Zm00001eb101150_T001	1391
Zm00001eb101160_T001	1406
Zm00001eb101170_T002	2219
Zm00001eb101180_T001	1570
Zm00001eb101190_T001	1520
Zm00001eb101200_T002	1791
Zm00001eb101210_T001	462
Zm00001eb101220_T002	1015
Zm00001eb101230_T001	809
Zm00001eb101250_T001	556
Zm00001eb101270_T001	2575
Zm00001eb101280_T001	1999
Zm00001eb101290_T001	714
Zm00001eb101300_T001	465
Zm00001eb101310_T001	1268
Zm00001eb101320_T001	4299
Zm00001eb101330_T005	2136
Zm00001eb101340_T002	1566
Zm00001eb101350_T001	786
Zm00001eb101360_T001	2441
Zm00001eb101370_T001	923
Zm00001eb101380_T001	2892
Zm00001eb101390_T001	542
Zm00001eb101400_T001	575
Zm00001eb101410_T006	2263
Zm00001eb101420_T001	1572
Zm00001eb101440_T002	2741
Zm00001eb101450_T003	1790
Zm00001eb101460_T001	1377
Zm00001eb101470_T003	1269
Zm00001eb101480_T004	3253
Zm00001eb101500_T001	1088
Zm00001eb101510_T001	513
Zm00001eb101520_T001	2580
Zm00001eb101530_T002	2577
Zm00001eb101540_T001	423
Zm00001eb101550_T002	1032
Zm00001eb101560_T001	3624
Zm00001eb101580_T002	976
Zm00001eb101600_T001	319
Zm00001eb101610_T001	615
Zm00001eb101620_T001	429
Zm00001eb101630_T001	1268
Zm00001eb101640_T001	3518
Zm00001eb101660_T001	912
Zm00001eb101670_T001	2075
Zm00001eb101680_T001	1229
Zm00001eb101690_T001	831
Zm00001eb101700_T001	2555
Zm00001eb101710_T001	909
Zm00001eb101720_T001	407
Zm00001eb101730_T001	459
Zm00001eb101740_T001	495
Zm00001eb101750_T001	2586
Zm00001eb101760_T001	1516
Zm00001eb101770_T001	1247
Zm00001eb101780_T001	3176
Zm00001eb101800_T001	417
Zm00001eb101810_T001	417
Zm00001eb101820_T003	1931
Zm00001eb101840_T001	486
Zm00001eb101850_T001	1771
Zm00001eb101860_T005	1445
Zm00001eb101870_T001	1644
Zm00001eb101880_T001	1864
Zm00001eb101890_T002	1793
Zm00001eb101900_T001	2144
Zm00001eb101910_T001	2384
Zm00001eb101920_T001	1676
Zm00001eb101930_T001	814
Zm00001eb101940_T002	1849
Zm00001eb101950_T001	1613
Zm00001eb101960_T002	2379
Zm00001eb101970_T001	1174
Zm00001eb101980_T003	1908
Zm00001eb101990_T001	2770
Zm00001eb102000_T003	1309
Zm00001eb102030_T001	2586
Zm00001eb102050_T002	5218
Zm00001eb102060_T001	1032
Zm00001eb102070_T001	474
Zm00001eb102080_T001	1336
Zm00001eb102090_T007	2396
Zm00001eb102100_T001	621
Zm00001eb102110_T001	1533
Zm00001eb102120_T001	1832
Zm00001eb102130_T001	1660
Zm00001eb102140_T002	1208
Zm00001eb102150_T006	2170
Zm00001eb102160_T001	1842
Zm00001eb102170_T001	1418
Zm00001eb102180_T002	2295
Zm00001eb102190_T001	403
Zm00001eb102200_T001	1788
Zm00001eb102210_T001	1414
Zm00001eb102220_T001	936
Zm00001eb102230_T002	1157
Zm00001eb102240_T001	4080
Zm00001eb102250_T002	714
Zm00001eb102260_T001	1986
Zm00001eb102270_T001	1074
Zm00001eb102280_T001	1488
Zm00001eb102290_T001	1340
Zm00001eb102300_T004	1394
Zm00001eb102310_T001	1579
Zm00001eb102320_T001	531
Zm00001eb102330_T001	1966
Zm00001eb102340_T001	955
Zm00001eb102350_T001	3949
Zm00001eb102360_T001	1474
Zm00001eb102370_T004	1356
Zm00001eb102380_T001	1950
Zm00001eb102400_T001	1122
Zm00001eb102410_T001	561
Zm00001eb102420_T005	2108
Zm00001eb102430_T003	2214
Zm00001eb102440_T002	2405
Zm00001eb102450_T001	1491
Zm00001eb102460_T001	858
Zm00001eb102470_T001	2033
Zm00001eb102480_T001	3791
Zm00001eb102490_T001	471
Zm00001eb102500_T002	1241
Zm00001eb102510_T001	1126
Zm00001eb102520_T001	1986
Zm00001eb102530_T002	2165
Zm00001eb102540_T001	1296
Zm00001eb102550_T002	1846
Zm00001eb102560_T002	2961
Zm00001eb102570_T001	744
Zm00001eb102580_T003	1569
Zm00001eb102590_T001	875
Zm00001eb102600_T001	1250
Zm00001eb102610_T002	2776
Zm00001eb102620_T001	986
Zm00001eb102630_T001	285
Zm00001eb102640_T002	1350
Zm00001eb102650_T001	818
Zm00001eb102660_T001	1023
Zm00001eb102670_T001	746
Zm00001eb102680_T001	1197
Zm00001eb102690_T001	3120
Zm00001eb102710_T001	1658
Zm00001eb102720_T001	768
Zm00001eb102730_T001	355
Zm00001eb102740_T001	2343
Zm00001eb102760_T002	1294
Zm00001eb102770_T002	977
Zm00001eb102780_T002	1635
Zm00001eb102790_T003	2176
Zm00001eb102800_T002	2884
Zm00001eb102810_T001	1519
Zm00001eb102820_T001	770
Zm00001eb102830_T001	2364
Zm00001eb102840_T001	3144
Zm00001eb102850_T002	1902
Zm00001eb102860_T001	314
Zm00001eb102870_T001	441
Zm00001eb102880_T001	1794
Zm00001eb102890_T001	666
Zm00001eb102900_T001	1997
Zm00001eb102910_T001	1666
Zm00001eb102920_T003	2707
Zm00001eb102930_T001	594
Zm00001eb102940_T001	2004
Zm00001eb102950_T001	1318
Zm00001eb102960_T001	1395
Zm00001eb102970_T001	1765
Zm00001eb102980_T002	2583
Zm00001eb102990_T001	399
Zm00001eb103000_T001	2076
Zm00001eb103010_T001	1203
Zm00001eb103020_T001	824
Zm00001eb103030_T001	2985
Zm00001eb103040_T002	2080
Zm00001eb103050_T001	2068
Zm00001eb103060_T001	1408
Zm00001eb103070_T003	2098
Zm00001eb103080_T001	2773
Zm00001eb103090_T002	2977
Zm00001eb103100_T001	1251
Zm00001eb103110_T001	978
Zm00001eb103120_T001	2328
Zm00001eb103130_T001	2245
Zm00001eb103140_T001	1960
Zm00001eb103150_T001	1011
Zm00001eb103160_T002	1162
Zm00001eb103170_T001	2053
Zm00001eb103180_T002	2113
Zm00001eb103190_T002	1703
Zm00001eb103200_T001	1089
Zm00001eb103210_T002	1864
Zm00001eb103220_T001	1518
Zm00001eb103240_T001	1494
Zm00001eb103250_T002	1605
Zm00001eb103260_T003	1498
Zm00001eb103270_T001	4199
Zm00001eb103280_T001	1650
Zm00001eb103290_T001	720
Zm00001eb103300_T001	2298
Zm00001eb103310_T001	2205
Zm00001eb103320_T001	895
Zm00001eb103330_T001	1749
Zm00001eb103340_T001	432
Zm00001eb103350_T004	3155
Zm00001eb103360_T001	736
Zm00001eb103370_T001	1255
Zm00001eb103380_T001	1778
Zm00001eb103390_T001	1977
Zm00001eb103400_T002	1138
Zm00001eb103410_T002	2792
Zm00001eb103420_T001	1608
Zm00001eb103430_T001	270
Zm00001eb103450_T001	321
Zm00001eb103460_T001	1296
Zm00001eb103470_T001	3124
Zm00001eb103480_T001	1760
Zm00001eb103490_T003	2671
Zm00001eb103500_T001	824
Zm00001eb103510_T001	3467
Zm00001eb103520_T001	690
Zm00001eb103530_T001	900
Zm00001eb103540_T001	1834
Zm00001eb103550_T001	483
Zm00001eb103560_T001	1355
Zm00001eb103570_T001	1481
Zm00001eb103580_T001	1346
Zm00001eb103590_T002	1527
Zm00001eb103600_T002	921
Zm00001eb103610_T001	1421
Zm00001eb103630_T001	1800
Zm00001eb103650_T001	1170
Zm00001eb103660_T001	285
Zm00001eb103670_T001	708
Zm00001eb103680_T003	2025
Zm00001eb103700_T001	3840
Zm00001eb103710_T001	1126
Zm00001eb103720_T002	1286
Zm00001eb103730_T001	1306
Zm00001eb103740_T001	615
Zm00001eb103750_T001	2502
Zm00001eb103760_T001	2472
Zm00001eb103780_T001	319
Zm00001eb103800_T002	1857
Zm00001eb103810_T001	2753
Zm00001eb103820_T001	1722
Zm00001eb103830_T001	840
Zm00001eb103840_T001	925
Zm00001eb103860_T001	249
Zm00001eb103870_T001	507
Zm00001eb103880_T001	1643
Zm00001eb103890_T002	1410
Zm00001eb103900_T001	1124
Zm00001eb103910_T001	404
Zm00001eb103920_T001	768
Zm00001eb103930_T001	596
Zm00001eb103940_T001	3251
Zm00001eb103950_T001	2302
Zm00001eb103960_T001	2508
Zm00001eb103980_T001	1415
Zm00001eb103990_T001	3147
Zm00001eb104000_T001	1405
Zm00001eb104010_T001	357
Zm00001eb104020_T001	424
Zm00001eb104040_T001	2293
Zm00001eb104050_T001	1124
Zm00001eb104060_T002	2254
Zm00001eb104070_T002	1583
Zm00001eb104080_T001	660
Zm00001eb104090_T001	450
Zm00001eb104100_T001	850
Zm00001eb104110_T001	1469
Zm00001eb104120_T001	854
Zm00001eb104130_T001	778
Zm00001eb104140_T001	991
Zm00001eb104150_T001	450
Zm00001eb104160_T001	802
Zm00001eb104170_T001	824
Zm00001eb104180_T001	693
Zm00001eb104190_T001	762
Zm00001eb104210_T001	4389
Zm00001eb104220_T001	728
Zm00001eb104230_T001	966
Zm00001eb104240_T001	624
Zm00001eb104250_T001	1589
Zm00001eb104260_T001	3766
Zm00001eb104270_T001	1095
Zm00001eb104280_T003	2157
Zm00001eb104290_T002	4276
Zm00001eb104300_T001	2873
Zm00001eb104320_T001	624
Zm00001eb104330_T001	3212
Zm00001eb104340_T001	2490
Zm00001eb104350_T003	1174
Zm00001eb104360_T001	4056
Zm00001eb104370_T001	1533
Zm00001eb104380_T001	1941
Zm00001eb104400_T001	2083
Zm00001eb104410_T001	2233
Zm00001eb104420_T001	1868
Zm00001eb104430_T001	2088
Zm00001eb104440_T001	288
Zm00001eb104450_T001	404
Zm00001eb104460_T001	1480
Zm00001eb104470_T001	929
Zm00001eb104480_T001	2955
Zm00001eb104490_T001	2370
Zm00001eb104510_T001	923
Zm00001eb104520_T001	1018
Zm00001eb104530_T002	2146
Zm00001eb104540_T001	6547
Zm00001eb104550_T002	1573
Zm00001eb104560_T001	1098
Zm00001eb104570_T001	1612
Zm00001eb104590_T001	2658
Zm00001eb104610_T001	785
Zm00001eb104630_T001	2293
Zm00001eb104640_T001	1869
Zm00001eb104650_T001	1499
Zm00001eb104660_T004	1931
Zm00001eb104670_T003	2711
Zm00001eb104680_T001	246
Zm00001eb104690_T002	840
Zm00001eb104700_T001	2790
Zm00001eb104710_T001	1476
Zm00001eb104720_T002	915
Zm00001eb104730_T001	1794
Zm00001eb104740_T003	2178
Zm00001eb104750_T003	1322
Zm00001eb104760_T001	1316
Zm00001eb104770_T002	1618
Zm00001eb104780_T002	1300
Zm00001eb104790_T001	1445
Zm00001eb104800_T001	573
Zm00001eb104810_T001	3111
Zm00001eb104820_T001	3870
Zm00001eb104830_T001	2070
Zm00001eb104840_T001	2690
Zm00001eb104850_T001	3028
Zm00001eb104860_T001	2850
Zm00001eb104870_T001	1842
Zm00001eb104880_T001	1589
Zm00001eb104900_T001	1276
Zm00001eb104920_T001	1650
Zm00001eb104930_T001	1338
Zm00001eb104940_T001	1137
Zm00001eb104950_T001	1050
Zm00001eb104960_T003	1514
Zm00001eb104970_T001	1280
Zm00001eb104980_T001	2572
Zm00001eb104990_T002	908
Zm00001eb105000_T001	3883
Zm00001eb105010_T001	860
Zm00001eb105020_T001	2436
Zm00001eb105030_T001	2374
Zm00001eb105040_T006	1566
Zm00001eb105050_T001	555
Zm00001eb105060_T002	1945
Zm00001eb105070_T001	2821
Zm00001eb105090_T002	2085
Zm00001eb105100_T001	1236
Zm00001eb105110_T001	1754
Zm00001eb105120_T001	988
Zm00001eb105130_T005	1844
Zm00001eb105150_T001	558
Zm00001eb105160_T001	595
Zm00001eb105170_T001	547
Zm00001eb105180_T001	1840
Zm00001eb105190_T001	1873
Zm00001eb105200_T001	564
Zm00001eb105210_T001	1047
Zm00001eb105220_T001	1643
Zm00001eb105230_T003	1639
Zm00001eb105240_T001	940
Zm00001eb105250_T001	613
Zm00001eb105260_T001	406
Zm00001eb105270_T001	1128
Zm00001eb105280_T001	933
Zm00001eb105290_T001	2833
Zm00001eb105300_T001	1233
Zm00001eb105310_T005	1275
Zm00001eb105320_T001	864
Zm00001eb105340_T001	2404
Zm00001eb105350_T001	1350
Zm00001eb105360_T003	2485
Zm00001eb105390_T002	1622
Zm00001eb105400_T001	4592
Zm00001eb105410_T001	687
Zm00001eb105420_T005	2515
Zm00001eb105440_T001	477
Zm00001eb105450_T001	555
Zm00001eb105460_T001	285
Zm00001eb105480_T001	2769
Zm00001eb105490_T004	2874
Zm00001eb105500_T001	720
Zm00001eb105510_T001	1399
Zm00001eb105520_T001	2906
Zm00001eb105530_T001	1419
Zm00001eb105540_T001	4743
Zm00001eb105550_T001	1135
Zm00001eb105560_T001	1544
Zm00001eb105570_T001	429
Zm00001eb105580_T001	1582
Zm00001eb105590_T001	1209
Zm00001eb105600_T001	714
Zm00001eb105610_T001	1673
Zm00001eb105620_T001	1858
Zm00001eb105630_T001	1426
Zm00001eb105640_T001	1168
Zm00001eb105660_T001	734
Zm00001eb105670_T004	3256
Zm00001eb105680_T002	1792
Zm00001eb105690_T004	2733
Zm00001eb105700_T001	336
Zm00001eb105710_T004	3002
Zm00001eb105730_T001	4618
Zm00001eb105740_T003	643
Zm00001eb105750_T001	1652
Zm00001eb105760_T001	591
Zm00001eb105770_T001	2870
Zm00001eb105780_T001	1680
Zm00001eb105790_T001	1329
Zm00001eb105800_T001	1829
Zm00001eb105810_T001	1902
Zm00001eb105820_T001	2870
Zm00001eb105830_T001	4880
Zm00001eb105840_T002	2690
Zm00001eb105850_T001	807
Zm00001eb105860_T001	504
Zm00001eb105870_T001	3600
Zm00001eb105880_T003	3533
Zm00001eb105890_T002	2479
Zm00001eb105900_T003	4024
Zm00001eb105910_T003	1646
Zm00001eb105920_T001	579
Zm00001eb105930_T001	630
Zm00001eb105940_T001	1070
Zm00001eb105950_T001	1356
Zm00001eb105960_T001	2663
Zm00001eb105970_T001	898
Zm00001eb105990_T001	915
Zm00001eb106010_T001	2020
Zm00001eb106020_T005	1921
Zm00001eb106040_T004	2257
Zm00001eb106050_T001	2702
Zm00001eb106060_T003	2659
Zm00001eb106070_T001	861
Zm00001eb106080_T001	667
Zm00001eb106090_T001	1821
Zm00001eb106100_T001	4229
Zm00001eb106120_T003	4518
Zm00001eb106130_T001	3834
Zm00001eb106140_T001	1937
Zm00001eb106150_T002	817
Zm00001eb106160_T001	3020
Zm00001eb106170_T001	348
Zm00001eb106180_T002	1979
Zm00001eb106190_T001	880
Zm00001eb106200_T001	875
Zm00001eb106210_T001	881
Zm00001eb106230_T001	2138
Zm00001eb106240_T001	1811
Zm00001eb106250_T002	1511
Zm00001eb106270_T001	750
Zm00001eb106290_T001	858
Zm00001eb106300_T001	1617
Zm00001eb106310_T001	1590
Zm00001eb106320_T001	2226
Zm00001eb106330_T001	374
Zm00001eb106340_T001	999
Zm00001eb106350_T001	1055
Zm00001eb106360_T008	4874
Zm00001eb106370_T002	1140
Zm00001eb106380_T001	2906
Zm00001eb106390_T001	2260
Zm00001eb106400_T001	669
Zm00001eb106410_T001	2256
Zm00001eb106420_T002	2595
Zm00001eb106430_T003	1334
Zm00001eb106440_T001	1194
Zm00001eb106450_T001	870
Zm00001eb106460_T001	822
Zm00001eb106470_T002	3916
Zm00001eb106480_T001	495
Zm00001eb106490_T001	2413
Zm00001eb106500_T005	2315
Zm00001eb106510_T001	2950
Zm00001eb106520_T001	381
Zm00001eb106530_T001	478
Zm00001eb106550_T001	404
Zm00001eb106560_T001	462
Zm00001eb106570_T001	753
Zm00001eb106580_T001	1474
Zm00001eb106590_T001	1277
Zm00001eb106600_T001	1377
Zm00001eb106610_T001	414
Zm00001eb106620_T001	1667
Zm00001eb106630_T003	2100
Zm00001eb106640_T001	1312
Zm00001eb106650_T001	1652
Zm00001eb106660_T002	1177
Zm00001eb106670_T001	2777
Zm00001eb106680_T001	6279
Zm00001eb106710_T001	489
Zm00001eb106720_T001	1985
Zm00001eb106730_T001	858
Zm00001eb106740_T001	2561
Zm00001eb106750_T001	1518
Zm00001eb106760_T001	2605
Zm00001eb106770_T003	2821
Zm00001eb106780_T001	444
Zm00001eb106790_T001	1580
Zm00001eb106800_T001	423
Zm00001eb106810_T001	1425
Zm00001eb106820_T001	1339
Zm00001eb106830_T002	1507
Zm00001eb106840_T001	2639
Zm00001eb106850_T002	1054
Zm00001eb106860_T001	886
Zm00001eb106870_T001	255
Zm00001eb106880_T001	369
Zm00001eb106890_T001	4976
Zm00001eb106900_T001	505
Zm00001eb106910_T001	2116
Zm00001eb106920_T001	1812
Zm00001eb106930_T001	1583
Zm00001eb106940_T001	3288
Zm00001eb106950_T001	1494
Zm00001eb106960_T003	2108
Zm00001eb106990_T001	927
Zm00001eb107000_T001	920
Zm00001eb107010_T001	1299
Zm00001eb107020_T002	2287
Zm00001eb107030_T001	2005
Zm00001eb107040_T001	5780
Zm00001eb107050_T001	1156
Zm00001eb107060_T001	353
Zm00001eb107070_T001	660
Zm00001eb107080_T001	2975
Zm00001eb107090_T001	1578
Zm00001eb107100_T001	845
Zm00001eb107110_T001	2018
Zm00001eb107120_T001	743
Zm00001eb107130_T002	2221
Zm00001eb107140_T001	745
Zm00001eb107150_T001	708
Zm00001eb107160_T001	597
Zm00001eb107170_T001	2741
Zm00001eb107180_T004	1702
Zm00001eb107190_T001	2384
Zm00001eb107210_T001	805
Zm00001eb107220_T001	4615
Zm00001eb107230_T002	1265
Zm00001eb107240_T001	1618
Zm00001eb107250_T002	7067
Zm00001eb107270_T001	728
Zm00001eb107280_T004	1831
Zm00001eb107290_T002	1162
Zm00001eb107300_T001	303
Zm00001eb107310_T001	573
Zm00001eb107320_T002	2470
Zm00001eb107340_T001	399
Zm00001eb107350_T001	2386
Zm00001eb107360_T001	210
Zm00001eb107370_T001	1981
Zm00001eb107380_T001	334
Zm00001eb107400_T001	2473
Zm00001eb107420_T001	1839
Zm00001eb107430_T001	1075
Zm00001eb107440_T003	1887
Zm00001eb107450_T001	1329
Zm00001eb107460_T001	984
Zm00001eb107470_T001	417
Zm00001eb107480_T001	694
Zm00001eb107490_T001	1869
Zm00001eb107500_T001	1247
Zm00001eb107510_T001	513
Zm00001eb107520_T001	1856
Zm00001eb107530_T001	2380
Zm00001eb107540_T001	921
Zm00001eb107550_T001	2297
Zm00001eb107560_T001	940
Zm00001eb107570_T001	441
Zm00001eb107580_T001	1185
Zm00001eb107590_T002	1586
Zm00001eb107600_T001	1383
Zm00001eb107610_T001	2591
Zm00001eb107620_T001	550
Zm00001eb107630_T001	444
Zm00001eb107640_T001	2545
Zm00001eb107650_T001	717
Zm00001eb107660_T003	1244
Zm00001eb107670_T001	1576
Zm00001eb107690_T001	1602
Zm00001eb107700_T001	1431
Zm00001eb107710_T001	1831
Zm00001eb107720_T003	2404
Zm00001eb107730_T002	3295
Zm00001eb107740_T001	2727
Zm00001eb107750_T002	1896
Zm00001eb107760_T001	1896
Zm00001eb107770_T001	608
Zm00001eb107790_T001	956
Zm00001eb107800_T002	1088
Zm00001eb107810_T001	2042
Zm00001eb107820_T001	613
Zm00001eb107830_T001	559
Zm00001eb107840_T001	1471
Zm00001eb107850_T001	380
Zm00001eb107860_T001	553
Zm00001eb107870_T001	2314
Zm00001eb107890_T001	384
Zm00001eb107900_T003	2293
Zm00001eb107910_T001	3288
Zm00001eb107920_T001	2356
Zm00001eb107930_T001	2745
Zm00001eb107940_T001	1765
Zm00001eb107950_T001	327
Zm00001eb107960_T001	774
Zm00001eb107970_T001	2263
Zm00001eb107980_T001	1865
Zm00001eb107990_T001	543
Zm00001eb108000_T001	589
Zm00001eb108010_T001	1097
Zm00001eb108020_T001	1280
Zm00001eb108030_T001	928
Zm00001eb108040_T001	1326
Zm00001eb108050_T001	456
Zm00001eb108060_T001	2717
Zm00001eb108070_T001	1253
Zm00001eb108090_T001	2900
Zm00001eb108100_T001	1680
Zm00001eb108110_T001	643
Zm00001eb108120_T001	2160
Zm00001eb108140_T001	546
Zm00001eb108150_T001	735
Zm00001eb108160_T001	756
Zm00001eb108170_T002	2037
Zm00001eb108180_T001	2293
Zm00001eb108190_T001	1041
Zm00001eb108200_T001	1713
Zm00001eb108210_T001	1215
Zm00001eb108220_T001	1751
Zm00001eb108230_T004	2404
Zm00001eb108240_T001	1131
Zm00001eb108250_T001	2370
Zm00001eb108260_T001	493
Zm00001eb108270_T001	1286
Zm00001eb108280_T001	1280
Zm00001eb108290_T001	2252
Zm00001eb108300_T001	799
Zm00001eb108310_T001	2520
Zm00001eb108320_T001	2524
Zm00001eb108330_T001	2633
Zm00001eb108340_T001	832
Zm00001eb108350_T001	3713
Zm00001eb108360_T001	727
Zm00001eb108370_T001	2893
Zm00001eb108390_T001	6097
Zm00001eb108400_T003	3644
Zm00001eb108410_T001	997
Zm00001eb108420_T001	1455
Zm00001eb108430_T001	5612
Zm00001eb108440_T001	1774
Zm00001eb108450_T001	378
Zm00001eb108460_T001	1720
Zm00001eb108470_T001	2231
Zm00001eb108490_T002	1599
Zm00001eb108500_T001	841
Zm00001eb108510_T005	1258
Zm00001eb108520_T002	818
Zm00001eb108530_T001	1125
Zm00001eb108540_T001	996
Zm00001eb108550_T001	1900
Zm00001eb108560_T001	501
Zm00001eb108570_T002	2576
Zm00001eb108580_T001	1314
Zm00001eb108590_T001	1391
Zm00001eb108600_T001	978
Zm00001eb108610_T001	3028
Zm00001eb108620_T002	2326
Zm00001eb108630_T001	831
Zm00001eb108640_T001	2625
Zm00001eb108650_T001	1045
Zm00001eb108660_T001	1937
Zm00001eb108670_T001	1761
Zm00001eb108680_T005	2156
Zm00001eb108690_T001	4318
Zm00001eb108700_T001	390
Zm00001eb108710_T001	335
Zm00001eb108720_T001	1107
Zm00001eb108730_T001	1274
Zm00001eb108740_T001	732
Zm00001eb108760_T001	1245
Zm00001eb108780_T001	990
Zm00001eb108790_T001	948
Zm00001eb108800_T001	1789
Zm00001eb108820_T001	1884
Zm00001eb108830_T002	2098
Zm00001eb108840_T001	2158
Zm00001eb108850_T003	1513
Zm00001eb108870_T001	339
Zm00001eb108880_T001	348
Zm00001eb108890_T001	3636
Zm00001eb108910_T001	1401
Zm00001eb108920_T001	1232
Zm00001eb108930_T008	1763
Zm00001eb108940_T001	1593
Zm00001eb108950_T001	1233
Zm00001eb108960_T003	1674
Zm00001eb108970_T001	2418
Zm00001eb108990_T001	417
Zm00001eb109000_T001	982
Zm00001eb109010_T001	615
Zm00001eb109020_T003	755
Zm00001eb109030_T001	879
Zm00001eb109040_T003	3976
Zm00001eb109050_T001	700
Zm00001eb109060_T001	345
Zm00001eb109070_T001	1093
Zm00001eb109080_T001	398
Zm00001eb109090_T001	783
Zm00001eb109100_T001	561
Zm00001eb109110_T003	1884
Zm00001eb109130_T003	2891
Zm00001eb109140_T003	5428
Zm00001eb109150_T001	1404
Zm00001eb109160_T001	867
Zm00001eb109170_T001	591
Zm00001eb109180_T001	564
Zm00001eb109190_T001	1410
Zm00001eb109200_T001	473
Zm00001eb109210_T001	237
Zm00001eb109220_T001	312
Zm00001eb109230_T001	554
Zm00001eb109250_T001	520
Zm00001eb109260_T001	1422
Zm00001eb109270_T003	4850
